customer_id,first_name,last_name,age,gender,country,city,registration_date,acquisition_channel,customer_segment,preferred_language,tenure_days,total_watch_time_minutes,total_viewing_sessions,average_completion_percentage,average_rating,feedback_count,support_ticket_count,average_support_satisfaction,has_support_satisfaction,successful_payment_count,total_successful_payment_amount,failed_payment_count,subscription_count,has_plan_change,is_active_subscription,average_watch_time_per_session,unique_titles_watched,active_viewing_days,current_plan,payment_failure_rate,favorite_genre,unique_genres_watched,current_subscription_tenure_days,has_failed_payment
CUST005039,Olivia,Martin,19.0,Male,Indonesia,Jakarta,2019-09-08,Paid Social,Family,English,2487,186.0,5.0,66.8,4.0,1.0,0.0,,0,13.0,201.37,2.0,1,0,1,37.2,5.0,5.0,PLAN02,0.13333333333333333,Comedy,5,2487,1
CUST005813,Joseph,Richard,19.0,Male,Canada,Calgary,2024-11-01,Direct,Family,English,606,615.0,13.0,72.53846153846153,0.0,0.0,0.0,,0,11.0,76.89,4.0,1,0,0,47.30769230769231,13.0,13.0,PLAN01,0.26666666666666666,Family,9,606,1
CUST003648,Sarah,Santos,31.0,Female,Canada,Calgary,2024-01-09,App Store,Student,Portuguese,903,467.0,8.0,70.625,0.0,0.0,1.0,4.0,1,13.0,201.37,2.0,1,0,1,58.375,8.0,8.0,PLAN02,0.13333333333333333,Sports,6,903,1
CUST000223,Olivia,Bernard,18.0,Male,India,Delhi,2024-11-05,Affiliate Partner,Student,English,602,118.0,2.0,55.0,4.0,1.0,1.0,,0,15.0,101.36,0.0,1,0,1,59.0,2.0,2.0,PLAN01,0.0,Comedy,2,602,0
CUST005966,Camila,Durand,41.0,Female,Canada,Montreal,2024-05-29,Email Campaign,Individual,Portuguese,762,621.0,14.0,62.92857142857143,3.0,2.0,0.0,,0,13.0,90.87,2.0,1,0,0,44.357142857142854,14.0,14.0,PLAN01,0.13333333333333333,Sci-Fi,10,762,1
CUST002883,Amina,Wu,35.0,Female,United States,Austin,2024-04-30,Organic Search,Individual,Korean,791,695.0,15.0,70.6,0.0,0.0,1.0,3.0,1,15.0,104.85000000000001,0.0,2,1,1,46.333333333333336,15.0,15.0,PLAN01,0.0,Documentary,11,54,0
CUST003459,Charlie,Lee,45.0,Female,Britain,Birmingham,2020-06-23,App Store,Individual,Portuguese,2198,442.0,8.0,70.125,2.0,2.0,0.0,,0,12.0,83.88,3.0,1,0,0,55.25,8.0,7.0,PLAN01,0.2,Sci-Fi,7,2198,1
CUST003269,Charlotte,Reddy,40.0,Male,France,Marseille,2024-04-26,Organic Search,Individual,Arabic,795,558.0,10.0,69.0,2.0,1.0,2.0,3.0,1,15.0,232.35,0.0,1,0,1,55.8,10.0,10.0,PLAN02,0.0,Action,8,795,0
CUST004530,Tao,Pereira,33.0,Female,United Arab Emirates,Abu Dhabi,2024-11-10,Affiliate Partner,Student,English,597,252.0,5.0,82.2,3.0,2.0,0.0,,0,15.0,344.84999999999997,0.0,1,0,1,50.4,5.0,5.0,PLAN03,0.0,Anime,5,597,0
CUST005457,Ahmed,Kumar,31.0,Female,Nigeria,Ibadan,2025-03-22,Affiliate Partner,Individual,Hindi,465,82.0,1.0,93.0,0.0,0.0,2.0,3.5,1,15.0,321.85999999999996,0.0,1,0,0,82.0,1.0,1.0,PLAN03,0.0,Stand-Up Comedy,1,465,0
CUST000801,Sami,Silva,25.0,Female,United States,Miami,2019-08-21,Organic Search,Individual,Korean,2505,150.0,3.0,79.66666666666667,3.0,1.0,2.0,3.0,1,14.0,321.85999999999996,1.0,1,0,1,50.0,3.0,3.0,PLAN03,0.06666666666666667,Mystery,2,2505,1
CUST000737,Saanvi,Chowdhury,32.0,Prefer not to say,United States,Los Angeles,2026-05-01,Referral,Individual,English,60,315.0,8.0,60.875,0.0,0.0,1.0,1.0,1,2.0,13.98,0.0,1,0,0,39.375,7.0,8.0,PLAN01,0.0,Family,6,60,0
CUST004175,Matthew,Otieno,42.0,Male,United Arab Emirates,Sharjah,2026-03-06,Referral,Family,Spanish,116,693.0,14.0,70.0,0.0,0.0,1.0,5.0,1,3.0,68.97,0.0,1,0,1,49.5,14.0,12.0,PLAN03,0.0,Crime,10,116,0
CUST004740,Jessica,Chen,145.0,Prefer not to say,United States,Houston,2026-03-12,Organic Search,Individual,Hindi,110,85.0,2.0,59.5,0.0,0.0,0.0,,0,3.0,27.96,0.0,1,0,0,42.5,2.0,2.0,PLAN01,0.0,Anime,2,110,0
CUST007520,Noor,Park,43.0,Male,Germany,Frankfurt,2025-01-15,Referral,Individual,Tagalog,531,572.0,12.0,69.16666666666667,0.0,0.0,3.0,3.0,1,15.0,104.85000000000001,0.0,1,0,1,47.666666666666664,12.0,11.0,PLAN01,0.0,Anime,10,531,0
CUST007643,Gabriela,Ali,17.0,Female,United States,Houston,2024-04-02,Direct,Individual,Italian,819,580.0,10.0,80.0,3.0,1.0,1.0,1.0,1,14.0,97.86,1.0,1,0,1,58.0,10.0,10.0,PLAN01,0.06666666666666667,Comedy,6,819,1
CUST007373,Sarah,Garcia,64.0,Male,India,Delhi,2024-11-13,Organic Search,Corporate Bundle,Portuguese,594,619.0,13.0,65.3076923076923,0.0,0.0,1.0,1.0,1,15.0,232.35,0.0,1,0,1,47.61538461538461,13.0,12.0,PLAN02,0.0,Documentary,9,594,0
CUST004901,Oliver,Zhao,19.0,Female,United Kingdom,Liverpool,2019-03-12,Email Campaign,Student,German,2667,520.0,11.0,71.36363636363636,0.0,0.0,0.0,,0,14.0,216.86,1.0,1,0,1,47.27272727272727,11.0,10.0,PLAN02,0.06666666666666667,Stand-Up Comedy,9,2667,1
CUST006693,Yui,Sheikh,32.0,Female,Germany,Berlin,2023-08-03,Paid Social,Individual,German,1062,158.0,6.0,65.33333333333333,0.0,0.0,3.0,4.333333333333333,1,15.0,232.35,0.0,1,0,0,26.333333333333332,6.0,6.0,PLAN02,0.0,Family,5,1062,0
CUST007804,Sai,Verma,34.0,Other,India,Mumbai,2025-07-08,Paid Social,Individual,Indonesian,357,517.0,13.0,59.76923076923077,4.0,1.0,1.0,5.0,1,10.0,229.89999999999998,1.0,1,0,1,39.76923076923077,13.0,12.0,PLAN03,0.09090909090909091,Sci-Fi,6,357,1
CUST004464,Aarav,Santos,36.0,Female,India,Delhi,2021-05-28,Organic Search,Individual,French,1859,202.0,5.0,82.8,3.0,2.0,1.0,2.0,1,12.0,275.88,3.0,2,1,1,40.4,5.0,5.0,PLAN03,0.2,Action,5,510,1
CUST003018,Alejandro,Banda,37.0,Female,Italy,Rome,2026-02-13,Direct,Individual,Arabic,137,434.0,8.0,67.0,0.0,0.0,2.0,4.0,1,4.0,27.96,0.0,1,0,0,54.25,8.0,7.0,PLAN01,0.0,Sci-Fi,6,137,0
CUST000534,Yong,Yamamoto,40.0,Female,United States,Austin,2022-10-15,App Store,Individual,Italian,1354,437.0,11.0,66.72727272727273,3.0,1.0,1.0,4.0,1,12.0,185.88,3.0,1,0,1,39.72727272727273,11.0,11.0,PLAN02,0.2,Thriller,7,1354,1
CUST001043,Vivaan,Schmidt,51.0,Male,Canada,Calgary,2022-08-15,Paid Social,Individual,Portuguese,1415,428.0,10.0,59.3,2.5,2.0,1.0,4.0,1,12.0,275.88,3.0,1,0,1,42.8,10.0,10.0,PLAN03,0.2,Family,6,1415,1
CUST002663,Alexander,Petit,27.0,Female,India,Kolkata,2024-02-06,Organic Search,Family,English,875,435.0,8.0,77.0,0.0,0.0,1.0,4.0,1,14.0,216.86,1.0,2,1,1,54.375,8.0,7.0,PLAN02,0.06666666666666667,Anime,7,677,1
CUST003711,Jose,Verma,30.0,Female,Spain,Madrid,2020-01-25,Email Campaign,Family,French,2348,390.0,7.0,61.0,0.0,0.0,0.0,,0,12.0,275.88,3.0,1,0,0,55.714285714285715,7.0,7.0,PLAN03,0.2,Anime,6,2348,1
CUST004776,Valentina,Mwangi,41.0,Male,Canada,Montreal,2021-10-26,Referral,Corporate Bundle,English,1708,507.0,9.0,67.22222222222223,0.0,0.0,1.0,2.0,1,14.0,321.85999999999996,1.0,1,0,1,56.333333333333336,9.0,9.0,PLAN03,0.06666666666666667,Crime,6,1708,1
CUST004363,Alejandro,Kobayashi,25.0,Other,Mexico,Mexico City,2022-04-01,Paid Social,Individual,Portuguese,1551,673.0,12.0,62.833333333333336,0.0,0.0,0.0,,0,13.0,298.87,2.0,1,0,0,56.083333333333336,12.0,12.0,PLAN03,0.13333333333333333,Family,10,1551,1
CUST006578,James,Rahman,55.0,Male,United Arab Emirates,Dubai,2019-12-18,Affiliate Partner,Individual,English,2386,565.0,12.0,69.58333333333333,3.0,1.0,0.0,,0,12.0,83.88,3.0,1,0,1,47.083333333333336,12.0,12.0,PLAN01,0.2,Fantasy,8,2386,1
CUST002277,Ming,Ahmed,30.0,Female,United Kingdom,Manchester,2026-03-13,Organic Search,Individual,English,109,355.0,7.0,73.0,0.0,0.0,1.0,5.0,1,3.0,20.97,0.0,1,0,0,50.714285714285715,7.0,6.0,PLAN01,0.0,Comedy,7,109,0
CUST003308,Andrew,Suzuki,13.0,Female,India,Delhi,2025-04-17,Paid Social,Individual,Portuguese,439,451.0,8.0,74.0,0.0,0.0,0.0,,0,14.0,216.86,0.0,1,0,1,56.375,8.0,8.0,PLAN02,0.0,Comedy,7,439,0
CUST003347,Carlos,Li,44.0,Male,India,Pune,2020-09-29,App Store,Family,English,2100,512.0,8.0,57.25,0.0,0.0,0.0,,0,13.0,356.27,2.0,1,0,1,64.0,7.0,8.0,PLAN02,0.13333333333333333,Anime,6,2100,1
CUST006224,Anika,Ahmed,13.0,Male,India,Bengaluru,2022-12-16,Organic Search,Corporate Bundle,Portuguese,1292,409.0,9.0,60.44444444444444,0.0,0.0,1.0,3.0,1,14.0,114.64,1.0,1,0,0,45.44444444444444,9.0,9.0,PLAN01,0.06666666666666667,Horror,7,1292,1
CUST005545,Alejandro,Takahashi,34.0,Female,United States,Houston,2025-01-16,App Store,Individual,English,530,415.0,7.0,72.42857142857143,0.0,0.0,1.0,,0,15.0,232.35,0.0,1,0,1,59.285714285714285,7.0,7.0,PLAN02,0.0,Reality,6,530,0
CUST003817,Patricia,Wu,20.0,Female,United States,Phoenix,2024-11-24,Affiliate Partner,Individual,English,583,948.0,9.0,75.33333333333333,1.0,1.0,0.0,,0,14.0,216.86,1.0,1,0,1,105.33333333333333,9.0,9.0,PLAN02,0.06666666666666667,Action,8,583,1
CUST006028,Luis,Martinez,32.0,Female,Mexico,Monterrey,2019-01-06,Paid Social,Individual,Portuguese,2732,325.0,7.0,83.14285714285714,0.0,0.0,1.0,4.0,1,15.0,232.35,0.0,1,0,1,46.42857142857143,7.0,7.0,PLAN02,0.0,Comedy,6,2732,0
CUST007091,Sarah,Park,23.0,Other,United States,Guadalajara,2022-04-29,Referral,Individual,English,1523,413.0,6.0,61.0,4.0,1.0,1.0,4.0,1,15.0,232.35,0.0,1,0,1,68.83333333333333,6.0,6.0,PLAN02,0.0,Anime,6,1523,0
CUST002800,Pari,Menon,45.0,Female,BRAZIL,Fortaleza,2024-11-25,Paid Social,Corporate Bundle,English,582,418.0,8.0,59.0,0.0,0.0,1.0,5.0,1,14.0,321.85999999999996,1.0,1,0,1,52.25,8.0,8.0,PLAN03,0.06666666666666667,Documentary,5,582,1
CUST001895,Ricardo,Adeyemi,32.0,Male,United States,Los Angeles,2022-11-26,App Store,Individual,Korean,1312,534.0,12.0,69.75,0.0,0.0,1.0,2.0,1,12.0,83.88,3.0,1,0,0,44.5,12.0,12.0,PLAN01,0.2,Stand-Up Comedy,9,1312,1
CUST006837,Henry,Sato,32.0,Female,India,Pune,2025-01-02,Paid Social,Individual,English,544,248.0,6.0,66.0,0.0,0.0,1.0,,0,13.0,298.87,2.0,1,0,0,41.333333333333336,6.0,6.0,PLAN03,0.13333333333333333,Drama,5,544,1
CUST007061,Jessica,Santos,16.0,Female,Japan,Osaka,2024-05-08,Organic Search,Family,English,783,292.0,6.0,70.5,1.0,1.0,1.0,4.0,1,15.0,232.35,0.0,1,0,1,48.666666666666664,6.0,6.0,PLAN02,0.0,Action,6,783,0
CUST002132,Vivaan,Tanaka,38.0,Female,United Kingdom,Glasgow,2024-10-06,App Store,Family,Arabic,632,338.0,9.0,76.88888888888889,0.0,0.0,3.0,3.0,1,13.0,193.63,2.0,1,0,1,37.55555555555556,9.0,9.0,PLAN02,0.13333333333333333,Stand-Up Comedy,5,632,1
CUST003081,Jack,Park,56.0,Female,india,Ahmedabad,2020-10-19,App Store,Student,English,2080,198.0,7.0,62.285714285714285,4.0,1.0,0.0,,0,14.0,216.86,1.0,1,0,1,28.285714285714285,7.0,7.0,PLAN02,0.06666666666666667,Action,7,2080,1
CUST005698,Zola,Ahmed,27.0,Prefer not to say,Indonesia,Surabaya,2024-05-16,Paid Social,Individual,Arabic,775,259.0,4.0,79.5,0.0,0.0,0.0,,0,14.0,209.12,1.0,1,0,0,64.75,4.0,4.0,PLAN02,0.06666666666666667,Comedy,2,775,1
CUST004514,Paula,Iyer,30.0,Male,Poland,Krakow,2024-06-07,Referral,Individual,English,753,246.0,6.0,63.833333333333336,0.0,0.0,0.0,,0,14.0,216.86,1.0,1,0,1,41.0,6.0,6.0,PLAN02,0.06666666666666667,Documentary,5,753,1
CUST002264,Sota,Silva,26.0,Female,United Kingdom,Manchester,2022-05-30,Organic Search,Individual,Indonesian,1492,147.0,3.0,69.0,0.0,0.0,1.0,1.0,1,14.0,216.86,1.0,1,0,0,49.0,3.0,3.0,PLAN02,0.06666666666666667,Documentary,3,1492,1
CUST001889,Sofia,Nakamura,42.0,Female,Germany,Hamburg,2021-07-17,Organic Search,Individual,Portuguese,1809,445.0,7.0,74.0,3.0,1.0,0.0,,0,14.0,321.85999999999996,1.0,1,0,1,63.57142857142857,7.0,7.0,PLAN03,0.06666666666666667,Documentary,7,1809,1
CUST005350,Linda,Takahashi,26.0,Male,IN,Hyderabad,2026-02-28,Organic Search,Family,English,122,514.0,10.0,73.6,3.0,2.0,1.0,3.0,1,4.0,61.96,0.0,1,0,1,51.4,10.0,7.0,PLAN02,0.0,Thriller,7,122,0
CUST003478,Alejandro,Schneider,48.0,Female,Germany,Hamburg,2024-06-12,Paid Social,Individual,Arabic,748,450.0,11.0,63.81818181818182,0.0,0.0,1.0,,0,15.0,104.85000000000001,0.0,1,0,0,40.90909090909091,11.0,10.0,PLAN01,0.0,Sports,7,748,0
CUST003104,Lucas,Wu,33.0,Female,United States,Ottawa,2025-01-04,Paid Social,Family,Arabic,542,686.0,13.0,68.61538461538461,0.0,0.0,0.0,,0,13.0,201.37,2.0,1,0,1,52.76923076923077,12.0,13.0,PLAN02,0.13333333333333333,Romance,10,542,1
CUST001729,Huda,Lim,13.0,Male,Poland,Wroclaw,2023-01-31,Referral,Family,English,1246,455.0,9.0,80.33333333333333,0.0,0.0,1.0,3.0,1,14.0,216.86,1.0,1,0,1,50.55555555555556,9.0,9.0,PLAN02,0.06666666666666667,Horror,7,1246,1
CUST006076,Miguel,Williams,45.0,Female,IN,Hyderabad,2023-02-11,Email Campaign,Individual,English,1235,608.0,16.0,74.0625,3.0,1.0,1.0,3.0,1,15.0,104.85000000000001,0.0,1,0,0,38.0,15.0,15.0,PLAN01,0.0,Family,11,1235,0
CUST004782,Saanvi,Silva,32.0,Female,France,Marseille,2023-11-19,Organic Search,Family,Portuguese,954,749.0,15.0,61.53333333333333,3.0,2.0,0.0,,0,14.0,97.86,1.0,1,0,1,49.93333333333333,15.0,15.0,PLAN01,0.06666666666666667,Documentary,9,954,1
CUST000240,Nia,Gupta,32.0,Male,United Kingdom,Glasgow,2023-05-07,Email Campaign,Family,English,1150,325.0,8.0,70.25,5.0,1.0,1.0,5.0,1,14.0,97.86,1.0,1,0,1,40.625,8.0,8.0,PLAN01,0.06666666666666667,Action,5,1150,1
CUST007927,Arjun,Chikoti,42.0,Other,australia,Melbourne,2021-05-17,Direct,Family,Korean,1870,92.0,3.0,91.33333333333333,0.0,0.0,1.0,3.0,1,15.0,232.35,0.0,1,0,1,30.666666666666668,3.0,3.0,PLAN02,0.0,Action,3,1870,0
CUST005782,Hina,Baig,35.0,Male,India,Pune,2026-04-08,Organic Search,Corporate Bundle,Spanish,83,643.0,14.0,75.85714285714286,2.25,4.0,1.0,4.0,1,2.0,13.98,0.0,1,0,0,45.92857142857143,14.0,11.0,PLAN01,0.0,Stand-Up Comedy,9,83,0
CUST007375,Yong,Santos,64.0,Female,United States,New York,2024-09-11,Organic Search,Individual,French,657,611.0,14.0,71.5,3.3333333333333335,3.0,0.0,,0,14.0,321.85999999999996,1.0,2,1,1,43.642857142857146,14.0,13.0,PLAN03,0.06666666666666667,Drama,9,161,1
CUST003361,Miguel,Jung,32.0,Male,United States,Chicago,2021-04-12,Organic Search,Family,Portuguese,1905,772.0,17.0,72.29411764705883,0.0,0.0,1.0,1.0,1,15.0,104.85000000000001,0.0,1,0,1,45.411764705882355,16.0,17.0,PLAN01,0.0,Action,10,1905,0
CUST007157,Fatima,Verma,49.0,Male,mexico,Monterrey,2024-05-23,Paid Social,Individual,English,768,593.0,14.0,74.78571428571429,2.5,2.0,1.0,2.0,1,15.0,232.35,0.0,1,0,0,42.357142857142854,13.0,13.0,PLAN02,0.0,Action,10,768,0
CUST006233,Vihaan,Verma,34.0,Female,spain,Madrid,2025-01-02,Organic Search,Family,Portuguese,544,257.0,6.0,63.333333333333336,0.0,0.0,1.0,,0,14.0,216.86,1.0,1,0,0,42.833333333333336,6.0,6.0,PLAN02,0.06666666666666667,Anime,6,544,1
CUST003878,William,Ali,55.0,Male,Australia,Melbourne,2024-11-17,Organic Search,Student,English,590,632.0,14.0,71.5,1.0,1.0,4.0,3.6666666666666665,1,14.0,232.35,1.0,1,0,1,45.142857142857146,14.0,14.0,PLAN02,0.06666666666666667,Mystery,9,590,1
CUST007440,Olivia,Silva,29.0,Female,United Kingdom,Leeds,2021-03-01,Organic Search,Student,English,1947,225.0,7.0,69.28571428571429,3.0,1.0,0.0,,0,12.0,185.88,3.0,1,0,1,32.142857142857146,7.0,7.0,PLAN02,0.2,Horror,6,1947,1
CUST003205,Nia,Petit,31.0,Male,Germany,Hamburg,2026-04-13,App Store,Family,English,78,609.0,12.0,57.833333333333336,0.0,0.0,1.0,4.0,1,2.0,30.98,0.0,1,0,1,50.75,12.0,12.0,PLAN02,0.0,Documentary,8,78,0
CUST004158,Sara,Oliveira,22.0,Male,United Kingdom,Birmingham,2022-01-05,Referral,Individual,English,1637,24.0,1.0,69.0,0.0,0.0,0.0,,0,14.0,216.86,1.0,1,0,1,24.0,1.0,1.0,PLAN02,0.06666666666666667,Anime,1,1637,1
CUST002846,Elijah,Mwangi,50.0,Male,FRANCE,Marseille,2025-01-16,Referral,Individual,English,530,494.0,9.0,67.88888888888889,0.0,0.0,0.0,,0,15.0,104.85000000000001,0.0,1,0,1,54.888888888888886,9.0,9.0,PLAN01,0.0,Sci-Fi,7,530,0
CUST000430,Anika,Laurent,32.0,Female,united states,Miami,2022-12-07,Partner Bundle (Telecom),Individual,Hindi,1301,763.0,14.0,72.85714285714286,0.0,0.0,1.0,,0,15.0,104.85000000000001,0.0,1,0,1,54.5,13.0,12.0,PLAN01,0.0,Comedy,10,1301,0
CUST004291,Omar,Rahman,30.0,Female,SOUTH AFRICA,Johannesburg,2020-03-13,Partner Bundle (Telecom),Individual,English,2300,380.0,10.0,70.8,4.0,2.0,0.0,,0,14.0,216.86,1.0,1,0,0,38.0,10.0,10.0,PLAN02,0.06666666666666667,Sports,8,2300,1
CUST001019,Oscar,Sharma,21.0,Male,India,Bengaluru,2019-01-28,Organic Search,Family,Portuguese,2710,344.0,8.0,74.875,3.5,2.0,0.0,,0,14.0,216.86,1.0,1,0,0,43.0,8.0,8.0,PLAN02,0.06666666666666667,Anime,6,2710,1
CUST001128,Isabella,Diallo,47.0,Female,United States,New York,2019-05-23,Organic Search,Individual,French,2595,341.0,9.0,70.22222222222223,0.0,0.0,2.0,4.0,1,14.0,216.86,1.0,1,0,1,37.888888888888886,9.0,9.0,PLAN02,0.06666666666666667,Comedy,8,2595,1
CUST000683,Elena,Oliveira,43.0,Male,Indonesia,Bandung,2024-09-03,Referral,Individual,German,665,503.0,10.0,74.5,0.0,0.0,1.0,4.0,1,15.0,216.86,0.0,1,0,1,50.3,10.0,10.0,PLAN02,0.0,Action,7,665,0
CUST006331,Ming,Santos,37.0,Male,United States,Houston,2019-10-28,Email Campaign,Student,English,2437,27.0,1.0,70.0,2.0,1.0,1.0,3.0,1,15.0,247.84,0.0,1,0,1,27.0,1.0,1.0,PLAN02,0.0,Crime,1,2437,0
CUST002127,Freddie,Mwangi,48.0,Male,India,Pune,2025-10-03,Paid Social,Family,English,270,270.0,5.0,70.4,0.0,0.0,1.0,5.0,1,8.0,55.92,1.0,2,1,1,54.0,5.0,5.0,PLAN01,0.1111111111111111,Action,5,106,1
CUST006817,Alejandro,Fischer,22.0,Male,Spain,Barcelona,2023-02-16,Organic Search,Student,English,1230,199.0,3.0,78.66666666666667,0.0,0.0,0.0,,0,15.0,574.75,0.0,1,0,1,66.33333333333333,3.0,3.0,PLAN03,0.0,Mystery,2,1230,0
CUST005892,Liam,Martinez,32.0,Male,United Kingdom,London,2024-12-10,Referral,Individual,English,567,109.0,3.0,68.0,0.0,0.0,1.0,3.0,1,15.0,344.84999999999997,0.0,1,0,0,36.333333333333336,3.0,3.0,PLAN03,0.0,Family,3,567,0
CUST001173,Aditya,Yang,28.0,Male,Canada,Montreal,2025-07-05,Email Campaign,Family,English,360,455.0,9.0,73.66666666666667,0.0,0.0,0.0,,0,9.0,206.91,3.0,2,1,0,50.55555555555556,9.0,9.0,PLAN03,0.25,Horror,6,82,1
CUST004621,Fernando,Davis,17.0,Female,Brazil,Sao Paulo,2025-09-07,Organic Search,Student,German,296,375.0,7.0,63.142857142857146,0.0,0.0,1.0,5.0,1,8.0,123.92,1.0,1,0,0,53.57142857142857,7.0,7.0,PLAN02,0.1111111111111111,Action,6,296,1
CUST004922,Riku,Robert,19.0,Female,United States,Houston,2024-12-26,Affiliate Partner,Individual,English,551,915.0,19.0,71.3157894736842,3.5,2.0,1.0,4.0,1,14.0,97.86,1.0,1,0,1,48.1578947368421,18.0,19.0,PLAN01,0.06666666666666667,Romance,12,551,1
CUST005672,Pedro,Richard,34.0,Female,United States,Chicago,2021-02-13,Email Campaign,Individual,English,1963,259.0,7.0,75.85714285714286,0.0,0.0,0.0,,0,14.0,216.86,1.0,2,1,1,37.0,7.0,7.0,PLAN02,0.06666666666666667,Crime,7,875,1
CUST003985,Jessica,Chikoti,32.0,Male,Australia,Melbourne,2025-12-07,Paid Social,Individual,English,205,421.0,9.0,66.0,0.0,0.0,0.0,,0,4.0,27.96,2.0,2,1,1,46.77777777777778,9.0,9.0,PLAN01,0.3333333333333333,Anime,9,111,1
CUST007088,Charlotte,Schmidt,41.0,Male,South Africa,Johannesburg,2022-09-23,App Store,Individual,Indonesian,1376,251.0,7.0,57.57142857142857,2.5,2.0,0.0,,0,15.0,104.85000000000001,0.0,1,0,1,35.857142857142854,7.0,7.0,PLAN01,0.0,Thriller,5,1376,0
CUST005389,Linda,Nair,13.0,Male,South Korea,Seoul,2021-07-10,Organic Search,Corporate Bundle,Spanish,1816,524.0,10.0,74.6,3.0,1.0,1.0,3.0,1,14.0,97.86,1.0,2,1,1,52.4,10.0,10.0,PLAN01,0.06666666666666667,Comedy,8,1344,1
